tweet,class
"this the one&#128076;RT @SumthinNueee hoes dont be wantin ya nigga, they want ya happiness, thinkin he gone do 4 them what he does for u&#128514; silly hoes",1
RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.,0
@Thee_MrWest pussy,1
"@AveryCash @DallyJackson @Coal_Daddy @THaRock10 @YouTube ""I could have died"".. ""I called my mom a bitch"" lmao",1
@ICBC_World214 @FreeBlizz_ICBC bitch bought her son some talking bout I had to get em before they sold out,1
' Broke Tf outta this niggah at 24 &#1041204;&#1041204;&#1041204; He stopped playen defense and all,1
"byeeeee bitch, &#128540;",1
Got 1 baby mama no bitch no wife ....,1
"Tyga is a hoe!!! He pooted in my muthafuckin face..... we bout to fight, bruh",1
@Rene_gadeCowboy Of course. I was being bitch. Learned from my mom how to make a guy feel like he's 1 foot tall.,1
I can't stand to see my ex with another ugly bitch &#128514;,1
RT @KingHorseDick: If he tell u that u got some good pussy but he never try to hit again.. what that mean?,1
"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch.",1
Put the weights back on the rack bitch!! Smdh lol Dick Chaney's! http://t.co/pThwskJhdY,1
"RT @Heissarcastic: Saying ""bitch"" after proving your point.",1
RT @JohnnyFootbalI: Yeah @TigerWoods quit being a bitch about your back. Pop a few Viagra and get your horny ass back to dominating holes o&#8230;,1
Do these glasses make my cunt look fat? http://t.co/pGSVqt9P2D,1
@ShawnIrwin9 good one fag boy.,1
"MoNique made a whole fucking career offa call slim girls ""Skinny bitches"". She lost the weight (BECAUSE IT WAS UNHEALTHY) and now she's done",1
RT @eternalhbic: if u got cotton mouth u can eat my pussy,1
The bad bitches still awake?,1
Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame,1
@djfeds bitch just meet me up here lol,1
Swag bitch #gratata http://t.co/aGswEopebp,1
feelin all warm and fuzzy inside...,2
"RT @__prvncesssss: ""@lilnas_: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;""&#128555;&#128555;&#128555;&#128555;&#128555;",1
RT @XdalovelyTishai: Most of these niggas go broke for these hoes,0
Anytime somebody say u wan hear a funny that shit gon be trash..,1
The bitch is freeee!!!! ;D,1
Ion give a fuck ion give a fuck ion ion ion give a fuck bitch I don't give a fuck about you or anything that you do,1
Lakers are trash right now.,0
RT @LA_Everyday: @MJCANDANCE @PacDaGoat @Devoted2Mariah @BettAThanLERUNS @MzNurseBee14 @pyroballyPOOPS WTF? This BITCH sounds retarded,1
No more hoes n oz,1
"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily",0
RT @Ms_SadaClay: Hate when bitches be havin that big gap in they boobs &#128553;&#128514; shit look ooberly childish &#128514;,1
sheryl crow being the bae,2
"RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation ""take"" from the legends.",1
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",1
Man heartburn is a bitch,1
@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns,1
I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol &#128514;&#128514;,1
I have really light colored eyebrows naturally and it's not ok,2
Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,2
"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",2
"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden",1
RT @livcost: my friends are all dumb hoes who i dont even like http://t.co/AyZQp6k3aE,1
"@FuckTraVonn ahh I see, I'm still a rook about the knowledge of THE hoe. But I'm progressing.",1
\\ fake bitches \\,1
i dont think women should wear flesh tone colored pants... lol,2
Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.,1
Next bitch I fuck. I'm goin to her spot lol,1
RT @ButtholeTeeth: Your pussy looks like it died six months ago.,1
@B_Stewart9 quit bein a little bitch B,1
Kids a bitch,1
Bad Asian bitch yea she look just like Kemora,1
WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds,1
RT @rellyOnSMASH: that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga...gimme some jiggy shit i ca ...,1
@nikkiconner13 @bellabelcastro trippy hoes &#127744;&#127744;,1
They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,1
RT @SeanPrice: This nigger tattoo show is horrible,0
@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit,1
My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty.,1
"So I already don't fuck with dude, but I be nice. And I'm humoring him. but this bitch crossed a line.

""First of motherfucking all...""",1
@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!,1
&#8220;@Fly_Air_Walker: Everybody entitled to they own opinion tho.&#8221; Not that bitch she need to shut up &amp; sit the fuck down,1
@FvckMike_ bro this bitch really stood there and was like you gonna give me my penny?,1
"RT @Iaughatmypain: My anaconda don't &#128581;
My anaconda don't &#9995;
My anaconda don't &#128683;

&#128079; Want 
&#128079; None 
&#128079; Unless 
&#128079; You 
&#128079; Got 

&#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;

&#128129;Hun",2
RT @the_ironsheik: Alex Rodriguez you lucky only the Ryan Dempster hit you. I going to get my camel to break your neck you son of a bitch,1
RT @LiFEOf_AYUNgIN: That pussy is never yours it's just your turn remember that . &#128175;,1
@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,0
i need some claritin clear in this bitch,1
@_MostDope95_ Jenny says you're an evil bitch.,1
My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts,1
RT @kellconnolly: Guys say &#8220;don&#8217;t wear leggings if you don&#8217;t got no ass&#8221; &amp;I see you pussies walking around in muscle shirts without any mus&#8230;,1
Never go full retard....,1
you a pussy ass nigga and I know it nigga.,0
Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,2
Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,2
#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,2
"someone just called someone a ""bitch ass nigga"" on black ops",1
Fuck fight music bitch this is losing ya life music,1
RT @iLLmak3Ufamous: Touch my swag. Wish you could. RT &#8220;@VizyIsIgnant: I LOOK FLY. I LOOK GOOD. RT @Wisdom_Stature: On my momma.... On my ho&#8230;,2
@salome110thebe1 u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking,1
My lil cool ass bitch she from northside &#128525;&#128175;&#128184;&#128079;&#128081;&#128581;&#128079;&#128540;&#128176;&#128525;&#128525; http://t.co/HCD2ru78pH,1
I'm sorry but why should I care about what bitch my nigga was fucking w before me,1
Don't love these hoes don't lean on bitches,1
Yeen no real nicca if yeen got no porn sites n your internet history,1
RT @KeyanaLatricee_: Idk why your favoriting shit hoe. Bye &#128536;&#128075;,1
RT @SatansPearl: she's a model on #Instagram but she's just a hoe from my town.,1
"RT @yayabad1_SODMG: ""@_100d: Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit",1
Marijuana turn good pussy great..,1
I got bitches nervous like virgins flirtin wit uncle mervin,1
"She reps that O13 

Yeah. 

Only the baddest of bitches #1x",1
"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59",1
Yo bitch choosin just letr,1
I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,2
loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,2
#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs,1
"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",1
"""This is for my ghetto motherfuckers"" -Missy Elliott",1
@EatMyTattoos that was real nicca shit tho lol,1
1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,2
"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo",2
This bitch has two jobs and is starting school on the 26th. #fuckwhatyouheard,1
Don't bring dat police ass nicca round me,1
"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",2
we need to pile some hoes in the back of Ross' car,1
Wen yu see uh bad bitch n wanna holla say Ayyy,1
If thats what yall hoes want then fuck it.,1
Just trynna have a bad bitch come thru &#128564;,1
Kissing that bitch but she sucking me,1
"RT @agrovelax26: I don't care what any of you bitches say, Kesha is awesome &#10084;&#128076;",1
"' That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",1
"RT @NiiqueBaby: ""@FreeFaceRidess: She has cancer &amp; is still killing half you hoes http://t.co/IYuIUHqR0l"" jus cuz you have cancer dont mea&#8230;",1
"Its true though lol RT @jwill252: &#8220;@No85er_inMe: If your girl think about you, &amp; you don't make her pussy jump you ain't shit brah&#8221;lls",1
#honeybadger bitch,1
"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands",2
"&#128521;&#128077;
#yep #donttryme #bitch #bitchmode #testme #Truth #trust http://t.co/ky9Fi39zUx",1
Smashed a werewolf chick and thought she was related to @DominiquePurdy so I felt guilty but then later discovered he didn't know the ho,1
I need a bitch to go down like I need a beat,1
"@MarshallSOTS It's @JakeEye3 's favorite fucking jam! I haven't seen it, but judging by there being a little girl in it, it's probably trash",1
I been in this hospital since 6 I'm just tryna stay awake for 2more hrs then I can sip this D'usse and party with the rest of the coons,1
Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....,1
"All you bitches know youre trying to find yourself on the website, who are you kidding lol",1
Turn it up with ma down bitch &#128076;,1
Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria http://t.co/hWKfMe75kx http://t.co/rLTlVYGpTl,2
"RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.",2
OMG&gt; I was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies.... #Game6 #torturebaseball,1
RT @possiblydana: When bitches spread rumors about you https://t.co/6LVif0NuRf,1
@sguzinski well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah,1
&#8220;@LickMyWhooooop: @vintage_monroe_ @JustDoItSlow it aint bundles soooo nope&#8221;it is bitch she happy hosting,1
Nose goes on taking out the trash this time. &#128586; @caitnicole3 @CiCi_Phi,2
"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.",0
Tweekin hoe &#128526;&#128175;,1
Yankees getting killed,2
The lies on this here Twitter &#8220;@Libra_DTF: You niggas wouldn't know grade a pussy even if it slapped you cross the face !&#8221;,1
Famous women be the biggest hoes.,1
@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors,1
Bitches with kids are retarded,1
RT @AnAbsurdBird: I just realised my library books are overdue if anyone's looking for a bad bitch,1
This bitch literally just pulled a whopper from her fanny pack #america,1
Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,2
These side bitches winning son ...,1
"""Yo can I sublet your pussy"" #ShitFahdSays",1
RT @legapsi06: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;,2
Rambo bout to flex on these hoes,1
All a nicca want is some Coney Island and Lous Deli tho! #DetroitNiccaInAtlantaProblems,1
Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.,1
"RT @LosBeOnIt: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title d&#8230;",1
@baskgod nah it's just Clowney being a bitch nigga,1
"@M_Talleywacker miss you ya fucker, send me a txt every now and again like ya used to all ill do the same ya twat :p",1
This shit right here nigguh.. #MantanuskaThunderFuck #SativaDominant http://t.co/tDJUj7q0qj,1
My homeboy got a hoe number on house arrest ... i said that's good she won't ask to go anywhere,1
"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",1
RT @BreeBGorgeous: Females now a days don't like to do anything freaky because . You niggas gossip about it like bitches .,1
"RT @Tweets_NOchill: If she ever been on a club flyer, She a hoe.",1
RT @AlmightyVinny_: I can tell you a freak bitch don't lie to me,1
"RT @Trigga_Trea_: Some of you hoes so basic I have to break it down Barney style 
&#128514;&#128514;",1
RT @Patt_Bentancur: @zzachbarness @AGrisbhy @WhiteboiColeman had to help my Gma move bitch!,1
@_lexisperez he ate my pussy i could..,1
"That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots",2
RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,2
Jealousy will make a bitch do ANYTHING. Thirst will make a nigga do ANYTHING.,1
